Titulo,Autor(es),DOI,URL,Journal,NCBIID,Citation,PMCID,Año de Publicación
Gardnerella diversity and ecology in pregnancy and preterm birth.,"Berman HL, Goltsman DSA, Anderson M, Relman DA, Callahan BJ",10.1128/msystems.01339-23,https://ncbi.nlm.nih.gov/pubmed/38752784,mSystems,38752784,"Berman HL, et al. Gardnerella diversity and ecology in pregnancy and preterm birth. Gardnerella diversity and ecology in pregnancy and preterm birth. 2024; 9:e0133923. doi: 10.1128/msystems.01339-23",N/A,2024
Microbiota transplantation in restoring cesarean-related infant dysbiosis: a new frontier.,"Liu S, Luo X, Zhou L, Xie RH, He Y",10.1080/19490976.2024.2351503,https://ncbi.nlm.nih.gov/pubmed/38748594,Gut Microbes,38748594,"Liu S, et al. Microbiota transplantation in restoring cesarean-related infant dysbiosis: a new frontier. Microbiota transplantation in restoring cesarean-related infant dysbiosis: a new frontier. 2024; 16:2351503. doi: 10.1080/19490976.2024.2351503",N/A,2024
"16S rRNA female reproductive microbiome investigation reveals Dalfopristin, Clorgyline, and Hydrazine as potential therapeutics for the treatment of bacterial vaginosis.","Kulshrestha S, Redhu R, Dua R, Gupta R, Gupta P, Gupta S, Narad P, Sengupta A",10.1016/j.diagmicrobio.2024.116349,https://ncbi.nlm.nih.gov/pubmed/38744093,Diagn Microbiol Infect Dis,38744093,"Kulshrestha S, et al. 16S rRNA female reproductive microbiome investigation reveals Dalfopristin, Clorgyline, and Hydrazine as potential therapeutics for the treatment of bacterial vaginosis. 16S rRNA female reproductive microbiome investigation reveals Dalfopristin, Clorgyline, and Hydrazine as potential therapeutics for the treatment of bacterial vaginosis. 2024; 109:116349. doi: 10.1016/j.diagmicrobio.2024.116349",N/A,2024
Fecal transplant from vaginally seeded infants decreases intraabdominal adiposity in mice.,"Namasivayam S, Tilves C, Ding H, Wu S, Domingue JC, Ruiz-Bedoya C, Shah A, Bohrnsen E, Schwarz B, Bacorn M, Chen Q, Levy S, Dominguez Bello MG, Jain SK, Sears CL, Mueller NT, Hourigan SK",10.1080/19490976.2024.2353394,https://ncbi.nlm.nih.gov/pubmed/38743047,Gut Microbes,38743047,"Namasivayam S, et al. Fecal transplant from vaginally seeded infants decreases intraabdominal adiposity in mice. Fecal transplant from vaginally seeded infants decreases intraabdominal adiposity in mice. 2024; 16:2353394. doi: 10.1080/19490976.2024.2353394",N/A,2024
The microbiota of sexual intercourse and its effect on prostatitis.,"Saldarriaga López YM, Santacruz Restrepo V, Cardona Maya WD, Puerta Suárez J",10.22514/j.androl.2024.006,https://ncbi.nlm.nih.gov/pubmed/38735876,Rev Int Androl,38735876,"Saldarriaga López YM, et al. The microbiota of sexual intercourse and its effect on prostatitis. The microbiota of sexual intercourse and its effect on prostatitis. 2024; 22:38-43. doi: 10.22514/j.androl.2024.006",N/A,2024
Investigating into microbiota in the uterine cavity of the unexplained recurrent pregnancy loss patients in early pregnancy.,"Bai S, Xu G, Mo H, Qi T, Fu S, Zhu L, Huang B, Zhang J, Chen H",10.1016/j.placenta.2024.05.125,https://ncbi.nlm.nih.gov/pubmed/38729066,Placenta,38729066,"Bai S, et al. Investigating into microbiota in the uterine cavity of the unexplained recurrent pregnancy loss patients in early pregnancy. Investigating into microbiota in the uterine cavity of the unexplained recurrent pregnancy loss patients in early pregnancy. 2024; 152:1-8. doi: 10.1016/j.placenta.2024.05.125",N/A,2024
Diet influences community dynamics following vaginal group B streptococcus colonization.,"Megli CJ, DePuyt AE, Goff JP, Munyoki SK, Hooven TA, Jašarević E",10.1128/spectrum.03623-23,https://ncbi.nlm.nih.gov/pubmed/38722155,Microbiol Spectr,38722155,"Megli CJ, et al. Diet influences community dynamics following vaginal group B streptococcus colonization. Diet influences community dynamics following vaginal group B streptococcus colonization. 2024; 12:e0362323. doi: 10.1128/spectrum.03623-23",N/A,2024
Association between vaginal microbiota and vaginal inflammatory immune markers in postmenopausal women.,"Byrne EH, Song H, Srinivasan S, Fredricks DN, Reed SD, Guthrie KA, Wu M, Mitchell CM",10.1097/GME.0000000000002362,https://ncbi.nlm.nih.gov/pubmed/38713891,Menopause,38713891,"Byrne EH, et al. Association between vaginal microbiota and vaginal inflammatory immune markers in postmenopausal women. Association between vaginal microbiota and vaginal inflammatory immune markers in postmenopausal women. 2024; 31:575-581. doi: 10.1097/GME.0000000000002362",N/A,2024
Relationship between vaginal and oral microbiome in patients of human papillomavirus (HPV) infection and cervical cancer.,"Zhang W, Yin Y, Jiang Y, Yang Y, Wang W, Wang X, Ge Y, Liu B, Yao L",10.1186/s12967-024-05124-8,https://ncbi.nlm.nih.gov/pubmed/38685022,J Transl Med,38685022,"Zhang W, et al. Relationship between vaginal and oral microbiome in patients of human papillomavirus (HPV) infection and cervical cancer. Relationship between vaginal and oral microbiome in patients of human papillomavirus (HPV) infection and cervical cancer. 2024; 22:396. doi: 10.1186/s12967-024-05124-8",N/A,2024
Genital Dysbiosis and Different Systemic Immune Responses Based on the Trimester of Pregnancy in SARS-CoV-2 Infection.,"Campisciano G, Sorz A, Cason C, Zanotta N, Gionechetti F, Piazza M, Carli P, Uliana FM, Ballaminut L, Ricci G, De Seta F, Maso G, Comar M",10.3390/ijms25084298,https://ncbi.nlm.nih.gov/pubmed/38673883,Int J Mol Sci,38673883,"Campisciano G, et al. Genital Dysbiosis and Different Systemic Immune Responses Based on the Trimester of Pregnancy in SARS-CoV-2 Infection. Genital Dysbiosis and Different Systemic Immune Responses Based on the Trimester of Pregnancy in SARS-CoV-2 Infection. 2024; 25:(unknown pages). doi: 10.3390/ijms25084298",N/A,2024
Cervical microbiota dysbiosis associated with high-risk Human Papillomavirus infection.,"Zeber-Lubecka N, Kulecka M, Dabrowska M, Baginska-Drabiuk K, Glowienka-Stodolak M, Nowakowski A, Slabuszewska-Jozwiak A, Bednorz B, Jędrzejewska I, Piasecka M, Pawelec J, Wojciechowska-Lampka E, Ostrowski J",10.1371/journal.pone.0302270,https://ncbi.nlm.nih.gov/pubmed/38669258,PLoS One,38669258,"Zeber-Lubecka N, et al. Cervical microbiota dysbiosis associated with high-risk Human Papillomavirus infection. Cervical microbiota dysbiosis associated with high-risk Human Papillomavirus infection. 2024; 19:e0302270. doi: 10.1371/journal.pone.0302270",N/A,2024
"Comparative analysis of endometrial, vaginal, and gut microbiota in patients with and without adenomyosis.","Valdés-Bango M, Gracia M, Rubio E, Vergara A, Casals-Pascual C, Ros C, Rius M, Martínez-Zamora MÁ, Mension E, Quintas L, Carmona F",10.1111/aogs.14847,https://ncbi.nlm.nih.gov/pubmed/38661227,Acta Obstet Gynecol Scand,38661227,"Valdés-Bango M, et al. Comparative analysis of endometrial, vaginal, and gut microbiota in patients with and without adenomyosis. Comparative analysis of endometrial, vaginal, and gut microbiota in patients with and without adenomyosis. 2024; 103:1271-1282. doi: 10.1111/aogs.14847",N/A,2024
Endometrial microbiota alteration in female patients with endometrial polyps based on 16S rRNA gene sequencing analysis.,"Zhao Y, Liao Y, Xu G, Wang Y",10.3389/fcimb.2024.1351329,https://ncbi.nlm.nih.gov/pubmed/38655283,Front Cell Infect Microbiol,38655283,"Zhao Y, et al. Endometrial microbiota alteration in female patients with endometrial polyps based on 16S rRNA gene sequencing analysis. Endometrial microbiota alteration in female patients with endometrial polyps based on 16S rRNA gene sequencing analysis. 2024; 14:1351329. doi: 10.3389/fcimb.2024.1351329",N/A,2024
Vaginal microbiota molecular profiling and diagnostic performance of artificial intelligence-assisted multiplex PCR testing in women with bacterial vaginosis: a single-center experience.,"Lu S, Li Z, Chen X, Chen F, Yao H, Sun X, Cheng Y, Wang L, Dai P",10.3389/fcimb.2024.1377225,https://ncbi.nlm.nih.gov/pubmed/38644962,Front Cell Infect Microbiol,38644962,"Lu S, et al. Vaginal microbiota molecular profiling and diagnostic performance of artificial intelligence-assisted multiplex PCR testing in women with bacterial vaginosis: a single-center experience. Vaginal microbiota molecular profiling and diagnostic performance of artificial intelligence-assisted multiplex PCR testing in women with bacterial vaginosis: a single-center experience. 2024; 14:1377225. doi: 10.3389/fcimb.2024.1377225",N/A,2024
"From womb to world: mapping gut microbiota-related health literacy among Italian mothers, a cross-sectional study.","Consales A, Toscano L, Ceriotti C, Tiraferri V, Castaldi S, Giannì ML",10.1186/s12889-024-18497-8,https://ncbi.nlm.nih.gov/pubmed/38605379,BMC Public Health,38605379,"Consales A, et al. From womb to world: mapping gut microbiota-related health literacy among Italian mothers, a cross-sectional study. From womb to world: mapping gut microbiota-related health literacy among Italian mothers, a cross-sectional study. 2024; 24:1012. doi: 10.1186/s12889-024-18497-8",N/A,2024
Gut and Vaginal Microbiota in the Endometriosis: Systematic Review and Meta-Analysis.,"Colonetti T, Saggioratto MC, Grande AJ, Colonetti L, Junior JCD, Ceretta LB, Roever L, Silva FR, da Rosa MI",10.1155/2023/2675966,https://ncbi.nlm.nih.gov/pubmed/38601772,Biomed Res Int,38601772,"Colonetti T, et al. Gut and Vaginal Microbiota in the Endometriosis: Systematic Review and Meta-Analysis. Gut and Vaginal Microbiota in the Endometriosis: Systematic Review and Meta-Analysis. 2023; 2023:2675966. doi: 10.1155/2023/2675966",N/A,2023
"Alternations in the human skin, gut and vaginal microbiomes in perimenopausal or postmenopausal Vulvar lichen sclerosus.","Ma X, Wen G, Zhao Z, Lu L, Li T, Gao N, Han G",10.1038/s41598-024-58983-y,https://ncbi.nlm.nih.gov/pubmed/38600101,Sci Rep,38600101,"Ma X, et al. Alternations in the human skin, gut and vaginal microbiomes in perimenopausal or postmenopausal Vulvar lichen sclerosus. Alternations in the human skin, gut and vaginal microbiomes in perimenopausal or postmenopausal Vulvar lichen sclerosus. 2024; 14:8429. doi: 10.1038/s41598-024-58983-y",N/A,2024
Vaginal microbiomes show ethnic evolutionary dynamics and positive selection of Lactobacillus adhesins driven by a long-term niche-specific process.,"Wei X, Tsai MS, Liang L, Jiang L, Hung CJ, Jelliffe-Pawlowski L, Rand L, Snyder M, Jiang C",10.1016/j.celrep.2024.114078,https://ncbi.nlm.nih.gov/pubmed/38598334,Cell Rep,38598334,"Wei X, et al. Vaginal microbiomes show ethnic evolutionary dynamics and positive selection of Lactobacillus adhesins driven by a long-term niche-specific process. Vaginal microbiomes show ethnic evolutionary dynamics and positive selection of Lactobacillus adhesins driven by a long-term niche-specific process. 2024; 43:114078. doi: 10.1016/j.celrep.2024.114078",N/A,2024
Effect of stress urinary incontinence on vaginal microbial communities.,"Zhang M, Zhou Y, Yao S, Zhao Y, Batool SS, Huang J, Jiang L, Yan D, Yan W, Yu Z",10.1186/s12866-024-03237-0,https://ncbi.nlm.nih.gov/pubmed/38575862,BMC Microbiol,38575862,"Zhang M, et al. Effect of stress urinary incontinence on vaginal microbial communities. Effect of stress urinary incontinence on vaginal microbial communities. 2024; 24:112. doi: 10.1186/s12866-024-03237-0",N/A,2024
Safety testing of Ovaprene: An investigational nonhormonal monthly vaginal contraceptive.,"Mauck C, Thurman A, Jensen JT, Schreiber CA, Baker J, Hou MY, Chavoustie S, Dart C, Wu H, Ravel J, Gajer P, Herold BC, Jacot T, Zack N, Hatheway J, Friend D",10.1016/j.contraception.2024.110440,https://ncbi.nlm.nih.gov/pubmed/38552818,Contraception,38552818,"Mauck C, et al. Safety testing of Ovaprene: An investigational nonhormonal monthly vaginal contraceptive. Safety testing of Ovaprene: An investigational nonhormonal monthly vaginal contraceptive. 2024; 135:110440. doi: 10.1016/j.contraception.2024.110440",N/A,2024
Vaginal microbiomes of breast cancer survivors treated with aromatase inhibitors with and without vulvovaginal symptoms.,"Prasanchit P, Pongchaikul P, Lertsittichai P, Tantitham C, Manonai J",10.1038/s41598-024-58118-3,https://ncbi.nlm.nih.gov/pubmed/38548910,Sci Rep,38548910,"Prasanchit P, et al. Vaginal microbiomes of breast cancer survivors treated with aromatase inhibitors with and without vulvovaginal symptoms. Vaginal microbiomes of breast cancer survivors treated with aromatase inhibitors with and without vulvovaginal symptoms. 2024; 14:7417. doi: 10.1038/s41598-024-58118-3",N/A,2024
Exploring the diversity of vaginal microbiota between healthy women and cervical cancer patients in India.,"Kamble A, Naik S, Talathi M, Jadhav D, Sakharkar M, Yang J, Prakash O, Kaul-Ghanekar R",10.1099/jmm.0.001819,https://ncbi.nlm.nih.gov/pubmed/38546452,J Med Microbiol,38546452,"Kamble A, et al. Exploring the diversity of vaginal microbiota between healthy women and cervical cancer patients in India. Exploring the diversity of vaginal microbiota between healthy women and cervical cancer patients in India. 2024; 73:(unknown pages). doi: 10.1099/jmm.0.001819",N/A,2024
"The interplay between HPV, other Sexually Transmissible Infections and genital microbiome on cervical microenvironment (MicroCervixHPV study).","Gonçalves-Nobre JG, Matos A, Carreira M, Santos AC, Veiga LC, Ginete C, Brito M, Pires M, Pereira H, Cardoso C, Bicho M, Bicho MC",10.3389/fcimb.2023.1251913,https://ncbi.nlm.nih.gov/pubmed/38532749,Front Cell Infect Microbiol,38532749,"Gonçalves-Nobre JG, et al. The interplay between HPV, other Sexually Transmissible Infections and genital microbiome on cervical microenvironment (MicroCervixHPV study). The interplay between HPV, other Sexually Transmissible Infections and genital microbiome on cervical microenvironment (MicroCervixHPV study). 2023; 13:1251913. doi: 10.3389/fcimb.2023.1251913",N/A,2023
HPV-associated cervicovaginal microbiome and host metabolome characteristics.,"Zhang Y, Wu X, Li D, Huang R, Deng X, Li M, Du F, Zhao Y, Shen J, Chen Y, Zhang P, Hu C, Xiao Z, Wen Q",10.1186/s12866-024-03244-1,https://ncbi.nlm.nih.gov/pubmed/38519882,BMC Microbiol,38519882,"Zhang Y, et al. HPV-associated cervicovaginal microbiome and host metabolome characteristics. HPV-associated cervicovaginal microbiome and host metabolome characteristics. 2024; 24:94. doi: 10.1186/s12866-024-03244-1",N/A,2024
Effect of Vaginal Microecological Alterations on Female Pelvic Organ Prolapse.,"Chen S, Zheng Q, Zhang L, Chen L, Wang J",10.1007/s00192-024-05759-7,https://ncbi.nlm.nih.gov/pubmed/38488886,Int Urogynecol J,38488886,"Chen S, et al. Effect of Vaginal Microecological Alterations on Female Pelvic Organ Prolapse. Effect of Vaginal Microecological Alterations on Female Pelvic Organ Prolapse. 2024; 35:881-891. doi: 10.1007/s00192-024-05759-7",N/A,2024
Comparative analysis of the vaginal bacteriome and virome in healthy women living in high-altitude and sea-level areas.,"Li C, Jin S, Lv O, Wang G, Zhang Y, Li S, Zhang W, Long F, Shen Z, Bai S, Zhaxi D, Kong F, Yan Q, Xiao Z",10.1186/s40001-023-01391-1,https://ncbi.nlm.nih.gov/pubmed/38454476,Eur J Med Res,38454476,"Li C, et al. Comparative analysis of the vaginal bacteriome and virome in healthy women living in high-altitude and sea-level areas. Comparative analysis of the vaginal bacteriome and virome in healthy women living in high-altitude and sea-level areas. 2024; 29:157. doi: 10.1186/s40001-023-01391-1",N/A,2024
